Song_ID,Title,Dancability,Artist,Genre_ID,Key_ID,User_ID,Lyrics,Creation_Date,Released_Status,Time_Signature
40,I Was Made For Lovin' You,0.768,KISS,2,14,none,"Mmmm, yeah

Do, do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do
Do, do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do

Tonight
I wanna give it all to you
In the darkness
There's so much I want to do

And tonight
I wanna lay it at your feet
'Cause, girl, I was made for you
And, girl, you were made for me

I was made for loving you, baby
You were made for loving me
And I can't get enough of you, baby
Can you get enough of me?

Tonight
I wanna see it in your eyes
Feel the magic
There's something that drives me wild

And tonight
We're going to make it all come true
'Cause, girl, you were made for me
And, girl, I was made for you

I was made for loving you, baby
You were made for loving me
And I can't get enough of you, baby
Can you get enough of me?

I was made for loving you, baby
You were made for loving me
And I can give it all to you, baby
Can you give it all to me?

Oh, oh, oh
Can't get enough
Oh, oh
I can't get enough
Oh, oh, oh
I can't get enough
Yeah

Do, do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do

I was made for loving you, baby
You were made for loving me
And I can't get enough of you, baby
Can you get enough of me?

Oh, I was made
You were made
I can't get enough
No, I can't get enough

I was made for loving you, baby
You were made for loving me",1979-03-23,1,4
41,Back In Black,0.31,AC/DC,2,14,none,"Back in black
I hit the sack
I've been too long, I'm glad to be back
Yes, I'm let loose
From the noose
That's kept me hanging about
I've been looking at the sky
'Cause it's gettin' me high
Forget the hearse 'cause I never die
I got nine lives
Cat's eyes
Abusin' every one of them and running wild
'Cause I'm back
Yes, I'm back
Well, I'm back
Yes, I'm back
Well, I'm back, back
Well, I'm back in black
Yes, I'm back in black
Back in the back
Of a Cadillac
Number one with a bullet, I'm a power pack
Yes, I'm in a bang
With a gang
They've got to catch me if they want me to hang
'Cause I'm back on the track
And I'm beatin' the flack
Nobody's gonna get me on another rap
So look at me now
I'm just makin' my play
Don't try to push your luck, just get out of my way
'Cause I'm back
Yes, I'm back
Well, I'm back
Yes, I'm back
Well, I'm back, back
Well, I'm back in black
Yes, I'm back in black
Well, I'm back, yes, I'm back
Well, I'm back, yes, I'm back
Well, I'm back, back
Well, I'm back in black
Yes, I'm back in black
Oh, yeah
Oh, yeah
Take my love
Oh, yeah, yeah
Oh, yeah, yeah, ooh, yeah
Well, I'm back (I'm back)
Back (I'm back)
Back (I'm back)
Back (I'm back)
Back (I'm back)
Back
Back in black
Yes, I'm back in black
I've hit the sack",1980-07-25,1,4
42,FE!N (feat. Playboi Carti),0.569,"Travis Scott,Playboi Carti",6,14,none,"Just come outside for the night (yeah)
Take your time, get your light (yeah)
Johnny Dang, huh-uh
I been out geekin'
Bitch
Fein', fein', fein', fein'-fein' (yeah)
Fein', fein', fein', fein'-fein' (yeah)
Fein', fein', fein', fein'-fein'
Fein', fein', fein', fein' (yeah)
The career's more at stake when you in your prime (at stake)
Fuck that paper, baby, my face on the dotted line (dot, yeah)
I been flyin' out of town for some peace of mind (yeah, yeah, bitch)
It's like always they just want a piece of mine (ah)
I been focused on the future, never on right now (ah)
But I'm sippin' that kombucha, either pink or brown (it's lit)
I'm the one that introduced you to the you right now (mm, let's go)
Oh my God, that bitch bite (that bitch bite)
But alright (alright), tryna vibe (tryna vibe this)
In the night, come alive
Ain't asleep, ain't a-, ain't a-, ain't-ain't-ain't-
Fein', fein', fein', fein'-fein'
Fein', fein', fein', fein'-fein'
Fein', fein', fein', fein'-fein'
Fein', fein', fein', fein', fein'
Fein', fein', fein'
Syrup, whoa, what?
What?
(Homixide, Homixide, Homixide, Homixide) what?
(Yeah, whoa, yeah, yeah)
(Homixide, Homixide, Homixide, Homixide, yeah)
(Yeah, hol' up, yeah)
Yeah, I just been poppin' my shit it's been gettin' live, hol' up (shit)
Yeah, you try to come wrong 'bout this shit, we poppin' ya tires, hol' up (shit)
Uh, hunnid round, whoa, feelin' like I'm on ten
Playin' both sides with these hoes (hol' up)
Shawty, I'm fuckin' yo' friends (hol' up)
I been goin' crazy, shawty, I've been in the deep end
She not innocent, uh, shit, she tryna go
Fein', fein' (talm 'bout), fein', fein'-fein'-fein' (yeah, syrup, oh-oh, what?)
Fein', fein', fein', fein'-fein'-fein' (syrup, oh-oh)
Fein', fein', fein', fein'-fein'-fein' (talm 'bout, talm 'bout, let's go)
I just been icin' my hoes
I just been drippin' my ho (drippin' my ho)
This is a whole 'nother level, shawty
I got these hoes on they toes (hoes on they toes)
I put the bitch on the road
She tryna fuck on the O, hol' up, hol' up
I got this ho with me, she tryna show me some', hol' up, hol' up
I got flows for days, these niggas ain't knowin' none, hol' up, hol' up
Me and my bro locked in, you know we on one, hol' up (slatt, slatt)
We in the spot goin' crazy, until the sun up
You worried about that ho, that ho done chose us (slatt, bitch-ass)
Uh, pistols all in the kitchen, can't give the zip code up, hol' up, yeah (wow)
Fein', fein', fein' (hol' up, hol' up, huh, yeah)
Why the fuck these niggas actin' like they know us?
Double O, Cactus, yeah, we towed up, uh (skrrt, skrrt)
Switch out the bag, these niggas get rolled up, hol' up, slatt (it's lit)
Everything hit, hol' up
Everything Homixide, Homixide (Homixide, Homixide, Homixide, Homixide)
Fein', fein', fein', fein'-fein'-fein'
(Homixide, Homixide, Homixide, Homixide, Homixide, Homixide, Homixide)",2023-07-28,1,4
43,On BS,0.842,"Drake,21 Savage",4,19,none,"Yeah, whoa, whoa, whoa
I had to cut some niggas off, they didn't mean me no good
I come from the ghetto, so my trunk is in my hood
She wouldn't wear no panties 'round me even if she could
Gave out plenty spankings 'til they got it understood
Fuck the nosebleeds, baby, come sit on this wood
If you know it's tension, don't come 'round me like it's good
I got street smarts and you can't get this out no book
I can't right my wrongs, but I can still write these hooks
Oh, time to get exposed
You ain't been from 'round here, nigga, come get off your show
Savage said you pussy and he hit it on the nose
But that border's open, why you actin' like it's closed?
I don't know
Y'all be goin' in and out recessions
The same way that I be goin' in and out of Texas
Or in and out my sessions, or in and out her best friends
Or in and out these courtrooms, my lawyer like, ""Objection""
Yeah, whoa, whoa
All my bitches Spanish, Boricua
Water on my neck, these diamonds came with coral reefer
She from overseas, I had to buy her a new visa
Met your wife in Vegas, but I hit her in Ibiza
She a supermodel, so she only eatin' Caesar
Used to date a rapper, but he acted like a diva
Niggas hustlin' backwards, out here ballin' with the re-up
Popped an Adderall, I feel like I can lift a tree up
Seen too many cameras, so I never lift my ski up (yeah)
I jump on your song and make you sound like you the feature
I jump on your song and make a label think they need ya, for real (yeah)
On that bullshit (okay), on that bullshit (okay)
On that bullshit (okay), on that bullshit (okay)
On that bullshit (okay), on that bullshit (okay)
On that bullshit, we on all the bullshit (okay)
On that bullshit (okay), on that bullshit (okay, okay)
On that bullshit (okay), on that bullshit (yeah)
On that bullshit (okay), on that bullshit (okay)
All the bullshit
Damn, maybe I should do a twenty, maybe I should break that twenty, do a ten
Maybe I should break that ten, do a five, then if it gets live, do a five again
If he held his tongue on that live, he'd be alive again, damn
My uncle's sister know she raised a real one, ill one
It's been thirty minutes, I don't feel nothin'
Oh shit, wait a minute, think I'm startin' to feel somethin'
Where you get this motherfuckin' pill from?
Heard they got some sanctions on my name
Heard they plottin' on my name, heard they bankin' on my name
I got Lita in this bitch and he might spank it on a lane
I'm just- what? In the cut, throwin' Franklins on her frame
I'm a- ayy, I'm a gentleman, I'm generous
I blow a half a million on you hoes, I'm a feminist
I never put no prices on the beef until we end this shit
I pay a half a million for his soul, he my nemesis
On that bullshit (okay), on that bullshit (okay)
On that bullshit (okay), on that bullshit (okay)
On that bullshit (okay), on that bullshit (okay)
On that bullshit, we on all the bullshit (okay)
On that bullshit (okay), on that bullshit (okay, okay)
On that bullshit (okay), on that bullshit (yeah)
On that bullshit (okay), on that bullshit (okay)
All the bullshit
Nah, I'm on, it's midnight, I don't care
Nothing's happening on a Wednesday, I don't care, I'm on
I'm looking for the smoke
These guys sitting front row, man, poof, who needs that?
Let me put my window down, I need fresh air
We don't want that, we want bars
The reason why we listen to 21 and The Boy
That's what we do in Paris, we don't do Fashion Week
Fashion Week, it's for the last decade, it's not for us
It's about the lights, the lights that we put on in the city
The lights of the Eiffel Tower
I'm in charge of it, I'm the one who's putting it on every day
And you try to flex next, next to me on the red light with your ugly
Whatever, flexing, most expensive car, V12
I drive a four-cylinder, I come from nothing but I'm doing something
And you cannot catch my drive
As fast as you try to go, you will never catch me, man
There is only one way, and this way I'm driving, nobody can do it
I'm Birdman, that's who I am
In Paris
Brrt, brrt",2022-11-04,1,4
44,Type Shit,0.64,"Future,Metro Boomin,Travis Scott,Playboi Carti",4,6,none,"Yeah, yeah, Pluto
I don't hang with rats, that's some new type -
Get a - whacked on the news, type -
Sippin' drank and - on some Screw, type -
Just a sad - runnin' through the crew, type -
I got a bad - at home, voodoo type -
Take down Meg Thee Stallion's by the group, type -
That's some thick -, I just thought you knew, type -
I just tricked off, I don't just usually do this type -
Pockets racked up, all blue, type -
Bunch of rich -, - get confused, type -
Atlanta -, I live like Tina Turner, type -
On camera, knockin' jaws loose, type -
I canceled her, kick her out the stu', type -
A silent hitter, I just keep it cool with you -
A solid -, countin' dog food, type -
Movin' through the city with your boo, type -
She's ready to suck me up like soup, type -
You goin' against the guys, and you gon' lose, type -
Pray to God I ain't knock you out your s-, type - (type -)
Pop it, pop it, right up out the blue, type -
Put the Double O in a mood
Serotonin, that's a cool technique
-, mix it with blues (alright)
East Atlanta feelin' like a zoo, type mix (open up)
Shawty started strippin', takin' shrooms
Eatin' all the Percs, on some food, type - (open up)
Shawty make it work, nine-to-five type - (open up)
Eatin' all the Perkies, on some food, type - (open up)
Eatin' all the Perkies, on some food, type - (going up)
All the homies crushin' on some fool, type- (going up)
Floodin' out the spot, it's like a pool, type mix (add it up)
All the homies crushin' on some fool, type - (going up)
All the homies crushin' on some fool, type - (open up)
Eatin' all the Perkies, on some food, type -
(Feelin' so high, I'm on the moon, type -)
Kick the slow flow, jitsu, type -
Relock my dreadlocks, I'm on bool, type -
Cook a - up like food, type -
Posted up with my dogs, Scooby Doo, type -
She grippin' all on my balls, I gotta move, type -
Diamonds, they cover my flaws, I got that brand-new, type -
Hundred round drum, make it bust, lookin' like that new, type -
All of my jeans are saggin', I think I'm moving, type -
Put the - down with the gang, now she think she my major, type -
Shawty thought she was she the one, I will forever have a boss -
The gang say rollin', count up, it's familiar, type -
Eighty-one thou' for the teeth, I still ain't smiling for this -
This - think she better than me? She on that IG model -
Shawty said I'm a superhero, so how the - I'ma hide-up -?
- give me dome in the back, she on her bobblehead, type -
All I want is - and -, I ain't got no type -
Sippin' on drank, Pluto, hey
Sippin' my drank, Metro
Said that he my hero, type -
Might put some dollars in my glasses, woah, woah, on my Mike -
What the - y'all talking about bodies for? Y'all just type - (Pluto)
I don't hang with rats, that's some new type -
Get a - whacked on the news, type -
Sippin' drank and - on some screw, type -
Just a sad - runnin' through the crew, type -
I got a bad - at home, voodoo type -
Take down Meg Thee Stallion's by the group, type -
Tags all over my shirt, uh, rockstar-type -
Molly all in my drink, uh, rockstar-type -
'Bout to take a - to Turks, she a monster, type -
She don't speak no English, money talk, type -
- me, ran her mouth 'cause I'm a boss, type -",2024-03-22,1,4
45,MELTDOWN (feat. Drake),0.557,"Travis Scott,Drake",6,10,none,"Yeah, tensions is definitely risin'
T'd up right now
T time, T time
T time, T time, T time
Teatime like I got a cup of this shit
Tee time like golf at a quarter to six
I love to fuck on a regular bitch
Famous hoes lame, but they stay on my dick
Heard your new joint, it's embarrassin', shit
You talk to the cops on some therapist shit
You act like you love this American shit
But, really, the truth is you scared of the six
Yeah, you scared of the six, yeah, you scared of the six
Your bodyguard put in some work on a fluke
Now you wanna go and inherit that shit
Don't talk to the boy 'bout comparisons, shit
Or come to the boy on some arrogant shit
The weapons we got are some terrorist shit
Like TV producers we, grr, we airin' this shit
She askin' for bread for her parents and shit
I told her, ""I don't got no cash"" and she said she could wait on a rack, on some Arabic shit
I pull out a million and stare at the shit
My dick just got hard 'cause a wire just hit
My schedule is out, come spin us, for real
Man, fuck all that spinnin' the narrative shit
I melt down the chains that I bought from yo' boss
Give a fuck about all of that heritage shit
Since V not around, the members done hung up the Louis, they not even wearin' that shit
Don't come to the boy 'bout repairin' some shit
Don't come to the boy 'bout sparin' some shit
You lucky that Vogue was suin' 'cause I woulda been with the Wassas in Paris and shit
Is you fuckin' crazy? Uh, is you fuckin' crazy? (Ah)
And they scared of the seven (seven)
After one-three, then we turn up 11 (yeah)
Keep this shit open like 7-Eleven (it's lit)
Me at the house, I got seven in heaven
They think I'm satanic, I keep me a reverend
Shawty a therapist (yeah), poppin' her shit
She inchin' my way then she started confessin'
I know what's at stake, I'm screamin', ""Free Jeffrey""
Connect collect calls right off of the celly
Gave her the blues, not talkin' 'bout belly
Don't keep it sincere, I go Makaveli
I got the juice, now it's heavy (juice)
Always on t-time, been ready (T, ah), yeah
Is you fuckin' crazy? Uh, is you f- (yeah, stoned, let's go)
Wrappin' the cheese, wrap around me 'cause I've got property (wrap, cheese, wrap)
Chocolate AP and chocolate the Vs (Vs), got the Willy Wonka factory (Vs)
Burn an athlete like it's calories (frrt), find another flame hot as me, bitch (ooh)
Yeah, is you fuckin' crazy? (Nah) is you fuckin' crazy? (What?)
Is you fuckin' crazy? (Nah, nah) is you fuckin' crazy? Yeah
Is you fuckin' crazy, or what? Is you fuckin', is you fuckin'
Is you fuckin' crazy?
How many Texas boys done ran it up? A couple, maybe (couple, maybe)
Swangin' in the pickup truck, baby, fuck Mercedes (fuck Mercedes)
I'll fuck a nigga bitch, but she can't have the baby (have the baby)
I'll shoot your ass in Walmart like I'm DaBaby (in Walmart)
The boy goin' Lionel Messi, I go Tom Brady (woo)
Used to wear the bust down back in my old days (wow)
Now I let the chains hang, you gotta tuck yours, maybe (tuck it, tuck it)
Niggas talkin' Scarface, I'm that in real life
Is you fuckin' crazy, or what? Is you fuckin' crazy? (Fuckin' crazy)
Man, the club ain't been the same since we lost Mercedes (straight up)
Man, the clique ain't been the same since they lost the greatest (nah, nah, nah)
We outside with the army, so you need the (uh-huh)
Them boys rollin' all brown like they whippin' gravy
Make a circus outside like it's Barnum's Bailey (it's lit)
Blickey hangin' on my side, it's like it's really hangin' (blickey, blickey, blaow)
She move her panties to the side, she want it raw when faded (huh, huh, huh, huh?)
Is you fuckin' crazy? Is you fuckin' crazy? Uh
Is you fuckin' crazy, or what? Is you fuckin' crazy? Yeah
Is you fuckin' crazy, or what? Is you fuckin', is you fuckin'
Is you fuckin' crazy?",2023-07-28,1,4
46,goosebumps,0.841,Travis Scott,6,16,none,"Yeah
7:30 in the night, yeah
Ooh-ooh, ooh
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments, I'm way too numb, yeah
It's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah, when you're not around (straight up)
When you throw that to the side, yeah (it's lit)
I get those goosebumps every time, yeah
7-1-3 through the 2-8-1, yeah I'm ridin'
Why they on me?
Why they on me? I'm flyin', sippin' low-key
I be sippin' low-key in Onyx, rider, rider
When I'm pullin' up right beside ya
Pop star, lil' Mariah
When I text, kick game, knowledge
Throw a stack on the Bible
Never Snapchat or took molly
She fall through plenty, her and all her ginnies, yeah
We at the top floor, right there off Doheny, yeah
Oh no, I can't fuck with y'all, yeah
When I'm with my squad I cannot do no wrong, yeah
Saucin' in the city, don't get misinformed, yeah
They gon' pull up on you (brrt, brrt, brrt)
Yeah, we gon' do some things, some things you can't relate
Yeah, 'cause we from a place, a place you cannot stay
Oh, you can't go, oh, I don't know
Oh, back the fuck up off me (brrt, brrt, brrt)
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments, I'm way too numb, yeah
It's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah, when you're not around
When you throw that to the side, yeah
I get those goosebumps every time
Uh, I wanna press my like, yeah, I wanna press my
I want a green light, I wanna be like
I wanna press my line, yeah
I wanna to take that ride, yeah
I'm gonna press my line
I want a green light, I wanna be like, I wanna press my
Mama, dear, spare your feelings
I'm relivin' moments, peelin' more residual
I can buy the building, burn the building, take your bitch
Rebuild the building just to fuck some more
I can justify my love for you
And touch the sky for God to stop debatin' war
Put the pussy on a pedestal (ayy)
Put the pussy on a high horse
That pussy to die for
That pussy to die for
Peter Piper, picked a pepper
So I could pick your brain and put your heart together
We depart the shady parts and party hard, the diamonds yours
The coupe forever
My best shot, just might shoot forever like (brrt)
I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments, I'm way too numb, yeah
It's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah, when you're not around
When you throw that to the side, yeah
I get those goosebumps every time",2016-09-16,1,4
47,Trap Queen,0.746,Fetty Wap,4,10,none,"Remy Boyz, yeah
1738, ayy
I'm like, ""hey, what's up, hello""
Seen yo pretty ass soon as you came in the door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remix it for low
She my trap queen, let her hit the bando
We be counting up, watch how far them bands go
We just set a goal, talking matching lambos
At 56 a gram, 5 a hundred grams though
Man, I swear I love her how she work that damn pole
Hit the strip club, we be letting bands go
Everybody hating, we just call them fans though
In love with the money, I ain't never letting go
And I get high with my baby (my baby)
I just left the mall I'm getting fly with my baby, yeah
And I can ride with my baby (my baby)
I be in the kitchen cooking pies with my baby, yeah
And I can ride with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies
I'm like, ""Hey, what's up? Hello""
I hit the strip with my trap queen 'cause all we know is bands
I just might snatch up a 'Rari and buy my boo a Lamb'
I might just snatch her a necklace, drop a couple on a ring
She ain't wantin' for nothin' because I got her everything
It's Big ZooWap from the bando, remind me where I can't go
Remy Boyz got the stamp though, count up hella them bands though
Boy, how far can your bands go?
Fetty Wap, I'm living fifty thousand K, how I stand tho
If you checking for my pockets, I'm like
And I get high with my baby (my baby)
I just left the mall I'm getting fly with my baby, yeah
And I can ride with my baby (my baby)
I be in the kitchen cooking pies with my baby, yeah
And I can ride with my baby (my baby)
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby (my baby)
I be in the kitchen cooking pies
I'm like, ""hey, what's up, hello""
Seen yo pretty ass soon as you came in the door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remix it for low
She my trap queen, let her hit the bando
We be counting up, watch how far them bands go
We just set a goal, talking matching lambos
At 56 a gram, 5 a hundred grams though
Man, I swear I love her how she work that damn pole
Hit the strip club, we be letting bands go
Everybody hating, we just call them fans though
In love with the money, I ain't never letting go
I be smoking dope and you know Backwoods what I roll
Remy Boy Fetty eating shit up, that's fasho
I'll run in your house, then I'll fuck your ho
Re-Remy Boyz or nothin', Re-Re-Remy Boyz or nothin', yeah
Yeah, you hear my boy
Soundin' like a zillion bucks on the track
I got whatever on my boy, whatever
Put your money where your mouth is
Money on the wood make the game go good
Money out of sight cause fights
Put up or shut up, huh?
Nitt Da Gritt, huh, RGF Productions
Squad",2015-09-25,1,4
48,Hotel California - 2013 Remaster,0.579,Eagles,2,7,none,"On a dark desert highway, cool wind in my hair
Warm smell of colitas rising up through the air
Up ahead in the distance, I saw a shimmering light
My head grew heavy and my sight grew dim, I had to stop for the night
There she stood in the doorway, I heard the mission bell
And I was thinkin' to myself, ""This could be heaven or this could be hell""
Then she lit up a candle and she showed me the way
There were voices down the corridor, I thought I heard them say
""Welcome to the Hotel California
Such a lovely place (such a lovely place)
Such a lovely face
Plenty of room at the Hotel California
Any time of year (any time of year)
You can find it here""
Her mind is Tiffany-twisted, she got the Mercedes-Benz, uh
She got a lot of pretty, pretty boys that she calls friends
How they dance in the courtyard, sweet summer sweat
Some dance to remember, some dance to forget
So I called up the Captain, ""Please bring me my wine""
He said, ""We haven't had that spirit here since 1969""
And still, those voices are calling from far away
Wake you up in the middle of the night just to hear them say
""Welcome to the Hotel California
Such a lovely place (such a lovely place)
Such a lovely face
They're livin' it up at the Hotel California
What a nice surprise (what a nice surprise)
Bring your alibis""
Mirrors on the ceiling, the pink champagne on ice
And she said, ""We are all just prisoners here of our own device""
And in the master's chambers, they gathered for the feast
They stab it with their steely knives, but they just can't kill the beast
Last thing I remember, I was running for the door
I had to find the passage back to the place I was before
""Relax, "" said the night man, ""We are programmed to receive
You can check out any time you like, but you can never leave""",1976-12-08,1,4
49,Sweater Weather,0.612,The Neighbourhood,5,2,none,"And all I am is a man
I want the world in my hands
I hate the beach
But I stand in California with my toes in the sand
Use the sleeves of my sweater
Let's have an adventure
Head in the clouds but my gravity centered
Touch my neck and I'll touch yours
You in those little high waisted shorts, oh
Oh, she knows what I think about
And what I think about
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothing that I wouldn't wanna tell you about, no
'Cause it's too cold
For you here
And now, so let me hold
Both your hands in the holes of my sweater
And if I may just take your breath away
I don't mind if there's not much to say
Sometimes the silence guides a mind
To move to a place so far away
The goosebumps start to raise
The minute that my left hand meets your waist
And then I watch your face
Put my finger on your tongue 'cause you love to taste, yeah
These hearts adore, everyone the other beats hardest for
Inside this place is warm
Outside it starts to pour
Coming down
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothing that I wouldn't wanna tell you about, no, no, no
'Cause it's too cold
For you here
And now, so let me hold
Both your hands in the holes of my sweater
'Cause it's too cold
For you here
And now, so let me hold
Both your hands in the holes of my sweater
Whoa, whoa, whoa
Whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa
'Cause it's too cold
For you here
And now, so let me hold
Both your hands in the holes of my sweater
It's too cold
For you here
And now, let me hold
Both your hands in the holes of my sweater
And it's too cold, it's too cold
The holes of my sweater",2013-04-19,1,4
50,505,0.52,Arctic Monkeys,5,16,none,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side
With your hands between your thighs
Stop and wait a sec
When you look at me like that, my darlin', what did you expect?
I'd probably still adore you with your hands around my neck
Or I did last time I checked
Not shy of a spark
The knife twists at the thought that I should fall short of the mark
Frightened by the bite, though it's no harsher than the bark
The middle of adventure, such a perfect place to start
I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side
With your hands between your thighs
But I crumble completely when you cry
It seems like once again you've had to greet me with goodbye
I'm always just about to go and spoil the surprise
Take my hands off of your eyes too soon
I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side
With your hands between your thighs and a smile",2007-04-24,1,4
51,All I Wanted,0.494,Paramore,5,11,none,"Think of me when you're out, when you're out there
I'll beg you nice from my knees
And when the world treats you way too fairly
Well, it's a shame I'm a dream

All I wanted was you
All I wanted was you

I think I'll pace my apartment a few times
And fall asleep on the couch
And wake up early to black and white reruns
That escaped from the mouth, oh, oh

All I wanted was you
All I wanted was you
All I wanted was you
All I wanted was you

I could follow you to the beginning
Just to relive the start
And maybe then we'll remember to slow down
And all of our favorite parts

All I wanted was you
All I wanted was you
All I wanted was you
All I wanted was you
All I wanted was you",2009-09-22,1,4
52,Heart-Shaped Box,0.256,Nirvana,5,8,none,"She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Your advice
Meat-eating orchids forgive no one just yet
Cut myself on angel hair and baby's breath
Broken hymen of Your Highness, I'm left black
Throw down your umbilical noose so I can climb right back
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Your advice
She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Hey
Wait
I got a new complaint
Forever in debt to your priceless advice
Your advice
Your advice
Your advice",1993-09-21,1,4
